libraryId,anatId,anatName,stageId,stage,sex,strain,platform
SRX5543964,UBERON:0002973,parahippocampal gyrus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543965,UBERON:0002943,lingual gyrus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543966,UBERON:0002740,posterior cingulate gyrus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543967,UBERON:0002756,anterior cingulate gyrus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543968,UBERON:0002336,corpus callosum,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543969,UBERON:0004703,dorsal thalamus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543970,UBERON:0001898,hypothalamus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5543971,UBERON:0002264,olfactory bulb,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543972,UBERON:0002702,middle frontal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543973,UBERON:0002998,inferior frontal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543974,UBERON:0002661,superior frontal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543975,UBERON:0002661,superior frontal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543976,UBERON:0034671,arcuate sulcus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543977,UBERON:0000451,prefrontal cortex,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543978,UBERON:0002570,medial orbital gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5543979,UBERON:0002581,postcentral gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543980,UBERON:0006094,superior parietal cortex,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543981,UBERON:0006094,superior parietal cortex,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543982,UBERON:0002913,intraparietal sulcus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543983,UBERON:0002661,superior frontal gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543984,UBERON:0002686,angular gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543985,UBERON:0026137,annectant gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543986,UBERON:0006092,cuneus cortex,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5543987,UBERON:0002691,ventral tegmental area,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543988,UBERON:0002038,substantia nigra,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543989,UBERON:0001891,midbrain,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543990,UBERON:0001876,amygdala,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543991,UBERON:0001885,dentate gyrus of hippocampal formation,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543992,UBERON:0003881,CA1 field of hippocampus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543993,UBERON:0003883,CA3 field of hippocampus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543994,UBERON:0001882,nucleus accumbens,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5543995,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,paired
SRX5543996,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,paired
SRX5543997,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,paired
SRX5543998,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,paired
SRX5543999,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,paired
SRX5544000,UBERON:0000468,multicellular organism,UBERON:0000104,life cycle,NA,NA,paired
SRX5544001,UBERON:0002943,lingual gyrus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544002,UBERON:0002740,posterior cingulate gyrus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544003,UBERON:0001896,medulla oblongata,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544004,UBERON:0000988,pons,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544005,UBERON:0002129,cerebellar cortex,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544006,UBERON:0004720,cerebellar vermis,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544007,UBERON:0002691,ventral tegmental area,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544008,UBERON:0002038,substantia nigra,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544009,UBERON:0001891,midbrain,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544010,UBERON:0001876,amygdala,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544011,UBERON:0002948,superior occipital gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544012,UBERON:0002948,superior occipital gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544013,UBERON:0014608,inferior occipital gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544014,UBERON:0002021,occipital lobe,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544015,UBERON:0002751,inferior temporal gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544016,UBERON:0002769,superior temporal gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544017,UBERON:0016538,temporal cortex,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544018,UBERON:0002421,hippocampal formation,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544019,UBERON:0001873,caudate nucleus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544020,UBERON:0001874,putamen,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544021,UBERON:0001875,globus pallidus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544022,UBERON:0000007,pituitary gland,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544023,UBERON:0002264,olfactory bulb,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544024,UBERON:0002702,middle frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544025,UBERON:0002998,inferior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544026,UBERON:0002661,superior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544027,UBERON:0002022,insula,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544028,UBERON:0002703,precentral gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544029,UBERON:0002703,precentral gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544030,UBERON:0002581,postcentral gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544031,UBERON:0002581,postcentral gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544032,UBERON:0006094,superior parietal cortex,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544033,UBERON:0006094,superior parietal cortex,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544034,UBERON:0002913,intraparietal sulcus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544035,UBERON:0001885,dentate gyrus of hippocampal formation,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544036,UBERON:0003881,CA1 field of hippocampus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544037,UBERON:0003883,CA3 field of hippocampus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544038,UBERON:0001882,nucleus accumbens,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544039,UBERON:0001873,caudate nucleus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544040,UBERON:0001874,putamen,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544041,UBERON:0001875,globus pallidus,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544042,UBERON:0000007,pituitary gland,MmulDv:0000023,3-year-old mature stage (macaque),male,NA,paired
SRX5544043,UBERON:0002756,anterior cingulate gyrus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544044,UBERON:0002336,corpus callosum,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544045,UBERON:0004703,dorsal thalamus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544046,UBERON:0001898,hypothalamus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544047,UBERON:0001896,medulla oblongata,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544048,UBERON:0000988,pons,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544049,UBERON:0002129,cerebellar cortex,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544050,UBERON:0004720,cerebellar vermis,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544051,UBERON:0002766,fusiform gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544052,UBERON:0002973,parahippocampal gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544053,UBERON:0002943,lingual gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544054,UBERON:0002740,posterior cingulate gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544055,UBERON:0002756,anterior cingulate gyrus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544056,UBERON:0002336,corpus callosum,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544057,UBERON:0004703,dorsal thalamus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544058,UBERON:0001898,hypothalamus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544059,UBERON:0002661,superior frontal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544060,UBERON:0002686,angular gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544061,UBERON:0026137,annectant gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544062,UBERON:0006092,cuneus cortex,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544063,UBERON:0002948,superior occipital gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544064,UBERON:0002948,superior occipital gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544065,UBERON:0014608,inferior occipital gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544066,UBERON:0002021,occipital lobe,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544067,UBERON:0002661,superior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544068,UBERON:0034671,arcuate sulcus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544069,UBERON:0000451,prefrontal cortex,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544070,UBERON:0002570,medial orbital gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544071,UBERON:0002022,insula,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544072,UBERON:0002703,precentral gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544073,UBERON:0002703,precentral gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544074,UBERON:0002581,postcentral gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544075,UBERON:0002691,ventral tegmental area,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544076,UBERON:0002038,substantia nigra,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544077,UBERON:0001891,midbrain,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544078,UBERON:0001876,amygdala,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544079,UBERON:0001885,dentate gyrus of hippocampal formation,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544080,UBERON:0003881,CA1 field of hippocampus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544081,UBERON:0003883,CA3 field of hippocampus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544082,UBERON:0001882,nucleus accumbens,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544083,UBERON:0002264,olfactory bulb,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544084,UBERON:0002702,middle frontal gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544085,UBERON:0002998,inferior frontal gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544086,UBERON:0002661,superior frontal gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544087,UBERON:0002661,superior frontal gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544088,UBERON:0034671,arcuate sulcus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544089,UBERON:0000451,prefrontal cortex,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544090,UBERON:0002570,medial orbital gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544091,UBERON:0002581,postcentral gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544092,UBERON:0006094,superior parietal cortex,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544093,UBERON:0006094,superior parietal cortex,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544094,UBERON:0002913,intraparietal sulcus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544095,UBERON:0002661,superior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544096,UBERON:0002686,angular gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544097,UBERON:0026137,annectant gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544098,UBERON:0006092,cuneus cortex,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544099,UBERON:0002751,inferior temporal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544100,UBERON:0002769,superior temporal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544101,UBERON:0016538,temporal cortex,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544102,UBERON:0002421,hippocampal formation,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544103,UBERON:0002766,fusiform gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544104,UBERON:0002973,parahippocampal gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544105,UBERON:0002943,lingual gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544106,UBERON:0002740,posterior cingulate gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544107,UBERON:0002022,insula,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544108,UBERON:0002703,precentral gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544109,UBERON:0002703,precentral gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544110,UBERON:0002581,postcentral gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544111,UBERON:0002581,postcentral gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544112,UBERON:0006094,superior parietal cortex,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544113,UBERON:0006094,superior parietal cortex,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544114,UBERON:0002913,intraparietal sulcus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544115,UBERON:0001896,medulla oblongata,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544116,UBERON:0000988,pons,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544117,UBERON:0002129,cerebellar cortex,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544118,UBERON:0004720,cerebellar vermis,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544119,UBERON:0002691,ventral tegmental area,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544120,UBERON:0002038,substantia nigra,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544121,UBERON:0001891,midbrain,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544122,UBERON:0001876,amygdala,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544123,UBERON:0001873,caudate nucleus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544124,UBERON:0001874,putamen,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544125,UBERON:0001875,globus pallidus,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544126,UBERON:0000007,pituitary gland,MmulDv:0000023,3-year-old mature stage (macaque),female,NA,paired
SRX5544127,UBERON:0002264,olfactory bulb,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544128,UBERON:0002702,middle frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544129,UBERON:0002998,inferior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544130,UBERON:0002661,superior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544131,UBERON:0001885,dentate gyrus of hippocampal formation,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544132,UBERON:0003881,CA1 field of hippocampus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544133,UBERON:0003883,CA3 field of hippocampus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544134,UBERON:0001882,nucleus accumbens,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544135,UBERON:0001873,caudate nucleus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544136,UBERON:0001874,putamen,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544137,UBERON:0001875,globus pallidus,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544138,UBERON:0000007,pituitary gland,MmulDv:0000029,9-year-old stage (macaque),female,NA,paired
SRX5544139,UBERON:0002948,superior occipital gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544140,UBERON:0002948,superior occipital gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544141,UBERON:0014608,inferior occipital gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544142,UBERON:0002021,occipital lobe,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544143,UBERON:0002751,inferior temporal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544144,UBERON:0002769,superior temporal gyrus,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544145,UBERON:0016538,temporal cortex,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544146,UBERON:0002421,hippocampal formation,MmulDv:0000030,10-year-old stage (macaque),male,NA,paired
SRX5544147,UBERON:0002756,anterior cingulate gyrus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544148,UBERON:0002336,corpus callosum,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544149,UBERON:0004703,dorsal thalamus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544150,UBERON:0001898,hypothalamus,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544151,UBERON:0001896,medulla oblongata,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544152,UBERON:0000988,pons,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544153,UBERON:0002129,cerebellar cortex,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544154,UBERON:0004720,cerebellar vermis,MmulDv:0000024,4-year-old stage (macaque),male,NA,paired
SRX5544155,UBERON:0002661,superior frontal gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544156,UBERON:0002686,angular gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544157,UBERON:0026137,annectant gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544158,UBERON:0006092,cuneus cortex,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544159,UBERON:0002948,superior occipital gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544160,UBERON:0002948,superior occipital gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544161,UBERON:0014608,inferior occipital gyrus,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544162,UBERON:0002021,occipital lobe,MmulDv:0000025,5-year-old stage (macaque),female,NA,paired
SRX5544163,UBERON:0002661,superior frontal gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544164,UBERON:0034671,arcuate sulcus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544165,UBERON:0000451,prefrontal cortex,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544166,UBERON:0002570,medial orbital gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544167,UBERON:0002022,insula,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544168,UBERON:0002703,precentral gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544169,UBERON:0002703,precentral gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX5544170,UBERON:0002581,postcentral gyrus,MmulDv:0000030,10-year-old stage (macaque),female,NA,paired
SRX724897,UBERON:0000178,blood,UBERON:0018241,prime adult stage,mixed,Chinese-origin rhesus macaque,paired
SRX724898,UBERON:0000178,blood,UBERON:0018241,prime adult stage,mixed,Indian-origin rhesus macaque,paired
SRX8483736,UBERON:0000082,adult mammalian kidney,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483738,UBERON:0002107,liver,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483739,UBERON:0002048,lung,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483740,UBERON:0001134,skeletal muscle tissue,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483741,UBERON:0002106,spleen,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483742,UBERON:0000948,heart,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483743,UBERON:0001134,skeletal muscle tissue,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483744,UBERON:0000082,adult mammalian kidney,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483745,UBERON:0002107,liver,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483746,UBERON:0002048,lung,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483747,UBERON:0001134,skeletal muscle tissue,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483749,UBERON:0002106,spleen,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483750,UBERON:0000948,heart,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483751,UBERON:0000082,adult mammalian kidney,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483752,UBERON:0002107,liver,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483753,UBERON:0002048,lung,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483754,UBERON:0001134,skeletal muscle tissue,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483755,UBERON:0002106,spleen,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX8483756,UBERON:0000948,heart,MmulDv:0000025,5-year-old stage (macaque),female,Rhesus,paired
SRX858064,UBERON:0002106,spleen,UBERON:0000104,life cycle,male,NA,paired
SRX978175,UBERON:0009834,dorsolateral prefrontal cortex,MmulDv:0000030,10-year-old stage (macaque),female,NA,single
SRX978176,UBERON:0009834,dorsolateral prefrontal cortex,MmulDv:0000031,11-year-old stage (macaque),male,NA,single
SRX978177,UBERON:0009834,dorsolateral prefrontal cortex,MmulDv:0000031,11-year-old stage (macaque),female,NA,single
SRX994819,CL:0000017,spermatocyte,UBERON:0018241,prime adult stage,male,NA,paired
SRX994825,CL:0000018,spermatid,UBERON:0018241,prime adult stage,male,NA,paired
SRX994847,CL:0000017,spermatocyte,UBERON:0018241,prime adult stage,male,NA,paired
SRX995288,CL:0000018,spermatid,UBERON:0018241,prime adult stage,male,NA,paired
